"","uid","locality","assemblage","x","y","culture","cultural_period","regional_technocomplex","age_min","age_max","ochre","shell","ostrich_egg_shell","combustion_feature","burial","needle_eyed","point","bipoint","point_split_base","retoucher","preform","art","instrument","ornament","tg_1","tg_2","tg_3","tg_4","tg_5","tg_6","tg_7","tg_8","tg_9","tg_10","tg_11","tg_12","tg_13","tg_14","tg_15","tg_16","tg_17","tg_18"
"2898",2898,"El Castillo",34,-3.966,43.292,"-","-","-",11780,41100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2899",2899,"El Castillo",35,-3.966,43.292,"-","-","-",11780,41100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2900",2900,"El Castillo",36,-3.966,43.292,"-","-","-",11780,41100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2901",2901,"El Castillo",37,-3.966,43.292,"-","-","-",11780,41100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2902",2902,"El Castillo",38,-3.966,43.292,"-","-","-",32100,41100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2903",2903,"El Castillo",39,-3.966,43.292,"-","-","-",32100,41100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2904",2904,"El Castillo",40,-3.966,43.292,"-","-","-",36300,46200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2905",2905,"El Castillo",41,-3.966,43.292,"-","-","-",59800,78400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2906",2906,"El Castillo",42,-3.966,43.292,"-","-","-",60700,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2907",2907,"El Castillo",43,-3.966,43.292,"-","-","-",78000,260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2908",2908,"El Castillo",44,-3.966,43.292,"-","-","-",78000,260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2909",2909,"El Castillo",45,-3.966,43.292,"-","-","-",78000,260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2910",2910,"El Gawanim 1",1,31.5833333,26.5666667,"Middle Paleolithic - Africa","Middle Paleolithic","North Africa",40000,2e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0
"2911",2911,"El Ghineimiya 1",1,31.975,26.15278,"Middle Paleolithic - Africa","Middle Paleolithic","North Africa",40000,2e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"2912",2912,"El Ghineimiya 2",1,31.975,26.15278,"Middle Paleolithic - Africa","Middle Paleolithic","North Africa",40000,2e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"2913",2913,"El Ghineimiya 3",1,31.975,26.15278,"Middle Paleolithic - Africa","Middle Paleolithic","North Africa",40000,2e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"2914",2914,"El Harhoura 1",2,-6.926,33.953,"Aterian","Middle Paleolithic","North Africa",11780,44660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"2915",2915,"El Harhoura 1",2,-6.926,33.953,"Aterian","Middle Paleolithic","North Africa",27350,44660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"2916",2916,"El Harhoura 1",3,-6.926,33.953,"-","-","-",11780,44660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2917",2917,"El Harhoura 1",4,-6.926,33.953,"-","-","-",11780,44660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2918",2918,"El Harhoura 2",2,-6.926,33.953,"-","-","-",11780,65400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2919",2919,"El Harhoura 2",3,-6.926,33.953,"-","-","-",48000,65400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2920",2920,"El Harhoura 2",4,-6.926,33.953,"-","-","-",69600,77800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2921",2921,"El Harhoura 2",4,-6.926,33.953,"-","-","-",94100,105700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2922",2922,"El Harhoura 2",5,-6.926,33.953,"-","-","-",96900,108300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2923",2923,"El Harhoura 2",6,-6.926,33.953,"-","-","-",109800,123000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2924",2924,"El Harhoura 2",7,-6.926,33.953,"-","-","-",101800,114400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2925",2925,"El Harhoura 2",8,-6.926,33.953,"-","-","-",100100,113300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2926",2926,"El Harhoura 2",9,-6.926,33.953,"Aterian","Middle Paleolithic","North Africa",48000,65400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"2927",2927,"El Harhoura 2",10,-6.926,33.953,"Aterian","Middle Paleolithic","North Africa",69600,77800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"2928",2928,"El Harhoura 2",10,-6.926,33.953,"Aterian","Middle Paleolithic","North Africa",94100,105700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"2929",2929,"El Harhoura 2",11,-6.926,33.953,"Aterian","Middle Paleolithic","North Africa",109800,123000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"2930",2930,"El Harhoura 2",12,-6.926,33.953,"Aterian","Middle Paleolithic","North Africa",100100,113300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"2931",2931,"El Hondal",1,-4.0192,43.3893,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",118000,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"2932",2932,"El Khenzira Grotte 1",1,-8.6,33.1667,"Middle Paleolithic - Africa","Middle Paleolithic","North Africa",40000,2e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"2933",2933,"El Khenzira Grotte 1",2,-8.6,33.1667,"Upper Paleolithic - Africa","Upper Paleolithic","North Africa",14000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
"2934",2934,"El Khenzira Grotte 2",1,-8.6,33.1667,"Upper Paleolithic - Africa","Upper Paleolithic","North Africa",14000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
"2935",2935,"El Khenzira Grotte 2",2,-8.6,33.1667,"Middle Paleolithic - Africa","Middle Paleolithic","North Africa",40000,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
"2936",2936,"El Khenzira Grotte 2",3,-8.6,33.1667,"Aterian","Middle Paleolithic","North Africa",40000,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"2937",2937,"El Kherba",93,5.655,36.2049,"-","-","-",1780000,1950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2938",2938,"El Kherba",94,5.655,36.2049,"Oldowan - Africa","ESA","Africa",1780000,1950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2939",2939,"El Kherba",95,5.655,36.2049,"Oldowan - Africa","ESA","Africa",1780000,1950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2940",2940,"El Kherba",96,5.655,36.2049,"Oldowan - Africa","ESA","Africa",1780000,1950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2941",2941,"El Mnasra",1,-6.954,33.928,"Aterian","Middle Paleolithic","North Africa",84900,116300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
"2942",2942,"El Mnasra",2,-6.954,33.928,"Aterian","Middle Paleolithic","North Africa",93500,117500,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"2943",2943,"El Mnasra",2,-6.954,33.928,"Aterian","Middle Paleolithic","North Africa",100900,114100,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"2944",2944,"El Mnasra",3,-6.954,33.928,"Aterian","Middle Paleolithic","North Africa",101600,113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"2945",2945,"El Mnasra",3,-6.954,33.928,"Aterian","Middle Paleolithic","North Africa",104300,118900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"2946",2946,"El Mnasra",4,-6.954,33.928,"Aterian","Middle Paleolithic","North Africa",98000,117200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"2947",2947,"El Mnasra",4,-6.954,33.928,"Aterian","Middle Paleolithic","North Africa",104300,117200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"2948",2948,"El Mnasra",5,-6.954,33.928,"Middle Paleolithic - Africa","Middle Paleolithic","North Africa",110300,123100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2949",2949,"El Mnasra",6,-6.954,33.928,"Middle Paleolithic - Africa","Middle Paleolithic","North Africa",102200,114800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"2950",2950,"El Salt",1,-0.383,39.655,"-","-","-",41500,48600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2951",2951,"El Salt",2,-0.383,39.655,"-","-","-",41500,48600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2952",2952,"El Salt",3,-0.383,39.655,"-","-","-",41500,48600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2953",2953,"El Salt",4,-0.383,39.655,"-","-","-",41500,48600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2954",2954,"El Salt",5,-0.383,39.655,"-","-","-",41500,48600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2955",2955,"El Salt",6,-0.383,39.655,"-","-","-",44400,56900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2956",2956,"El Salt",7,-0.383,39.655,"-","-","-",41500,48600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2957",2957,"El Salt",8,-0.383,39.655,"-","-","-",42800,51600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2958",2958,"El Salt",9,-0.383,39.655,"-","-","-",42800,51600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2959",2959,"El Salt",10,-0.383,39.655,"-","-","-",42800,51600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2960",2960,"El Salt",11,-0.383,39.655,"-","-","-",42800,51600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2961",2961,"El Salt",12,-0.383,39.655,"-","-","-",44400,56900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2962",2962,"El Salt",13,-0.383,39.655,"Middle Paleolithic - Eurasia","Middle Paleolithic","Eurasia",41500,48600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2963",2963,"El Sidrón",1,-5.328889,43.383611,"Mousterian - Eurasia","Middle Paleolithic","Eurasia",27700,33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"2964",2964,"Elands Bay Cave",11,18.3179639,-32.3178694,"-","-","-",12170,20400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2965",2965,"Elands Bay Cave",12,18.3179639,-32.3178694,"-","-","-",12170,20400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2966",2966,"Elands Bay Cave",13,18.3179639,-32.3178694,"-","-","-",12170,20400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2967",2967,"Elands Bay Cave",15,18.3179639,-32.3178694,"-","-","-",12170,20400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2968",2968,"Elands Bay Cave",33,18.3179639,-32.3178694,"MSA","MSA","Africa",19960,44740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"2969",2969,"Elands Bay Cave",33,18.3179639,-32.3178694,"MSA","MSA","Africa",20180,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"2970",2970,"Elands Bay Cave",34,18.3179639,-32.3178694,"MSA","MSA","Africa",20180,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"2971",2971,"Elands Bay Cave",34,18.3179639,-32.3178694,"MSA","MSA","Africa",40860,44740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"2972",2972,"Elands Bay Cave",35,18.3179639,-32.3178694,"MSA 1","MSA","Southern African",126000,191000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2973",2973,"Elands Bay Cave",35,18.3179639,-32.3178694,"MSA 1","MSA","Southern African",130000,191000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2974",2974,"Elands Bay Cave",42,18.3179639,-32.3178694,"MSA","MSA","Africa",19210,20500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2975",2975,"Elands Bay Cave",43,18.3179639,-32.3178694,"MSA","MSA","Africa",19210,20500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"2976",2976,"Elands Bay Cave",44,18.3179639,-32.3178694,"MSA","MSA","Africa",19210,20500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2977",2977,"Elands Bay Cave",45,18.3179639,-32.3178694,"MSA","MSA","Africa",19210,20500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2978",2978,"Elands Bay Cave",46,18.3179639,-32.3178694,"MSA","MSA","Africa",19210,20500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"2979",2979,"Elands Bay Cave",47,18.3179639,-32.3178694,"MSA","MSA","Africa",19210,20500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"2980",2980,"Elands Bay Cave",48,18.3179639,-32.3178694,"MSA","MSA","Africa",19210,20180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2981",2981,"Elands Bay Cave",49,18.3179639,-32.3178694,"MSA","MSA","Africa",19210,20180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2982",2982,"Elands Bay Cave",50,18.3179639,-32.3178694,"MSA","MSA","Africa",19210,20180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2983",2983,"Elands Bay Cave",51,18.3179639,-32.3178694,"MSA","MSA","Africa",20180,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"2984",2984,"Elands Bay Cave",52,18.3179639,-32.3178694,"MSA","MSA","Africa",20180,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2985",2985,"Elands Bay Cave",53,18.3179639,-32.3178694,"MSA","MSA","Africa",20180,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2986",2986,"Elands Bay Cave",54,18.3179639,-32.3178694,"MSA","MSA","Africa",20180,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2987",2987,"Elands Bay Cave",55,18.3179639,-32.3178694,"MSA","MSA","Africa",20180,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"2988",2988,"Elands Bay Cave",56,18.3179639,-32.3178694,"MSA","MSA","Africa",20180,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"2989",2989,"Elands Bay Cave",57,18.3179639,-32.3178694,"MSA","MSA","Africa",20180,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"2990",2990,"Elands Bay Cave",58,18.3179639,-32.3178694,"MSA","MSA","Africa",20180,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2991",2991,"Elands Bay Cave",59,18.3179639,-32.3178694,"MSA","MSA","Africa",20180,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2992",2992,"Elands Bay Cave",60,18.3179639,-32.3178694,"MSA","MSA","Africa",20180,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2993",2993,"Elands Bay Cave",61,18.3179639,-32.3178694,"MSA","MSA","Africa",20180,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"2994",2994,"Elands Bay Cave",62,18.3179639,-32.3178694,"MSA 1","MSA","Southern African",126000,191000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"2995",2995,"Elands Bay Cave",63,18.3179639,-32.3178694,"MSA 1","MSA","Southern African",126000,191000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"2996",2996,"Elands Bay Cave",64,18.3179639,-32.3178694,"MSA 1","MSA","Southern African",126000,191000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"2997",2997,"Elands Bay Cave",65,18.3179639,-32.3178694,"MSA 1","MSA","Southern African",126000,191000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"2998",2998,"Emireh Cave",1,35.514933,32.86467,"Emiran","Upper Paleolithic","Levant",40000,47000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
"2999",2999,"En Roche",3,4.754118,46.81293,"-","-","-",0,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"3000",3000,"En Roche",4,4.754118,46.81293,"-","-","-",0,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"3001",3001,"En Roche",5,4.754118,46.81293,"Upper Paleolithic - Eurasia","Upper Paleolithic","Eurasia",20000,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"3002",3002,"En Roche",5,4.754118,46.81293,"Upper Paleolithic - Eurasia","Upper Paleolithic","Eurasia",30000,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"3003",3003,"En Roche",6,4.754118,46.81293,"Late Mousterian - Eurasia","Middle Paleolithic","Eurasia",30000,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"3004",3004,"Enkapune Ya Muto",45,36.15,-0.8333333,"-","-","-",28550,38100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3005",3005,"Enkapune Ya Muto",46,36.15,-0.8333333,"-","-","-",15300,41500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3006",3006,"Enkapune Ya Muto",47,36.15,-0.8333333,"-","-","-",35250,41500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3007",3007,"Enkapune Ya Muto",48,36.15,-0.8333333,"-","-","-",35250,71000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3008",3008,"Enkapune Ya Muto",49,36.15,-0.8333333,"-","-","-",40700,71000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3009",3009,"Enkapune Ya Muto",50,36.15,-0.8333333,"-","-","-",35250,41500,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"3010",3010,"Enkapune Ya Muto",51,36.15,-0.8333333,"ELSA","LSA","Southern African",35250,71000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"3011",3011,"Enkapune Ya Muto",52,36.15,-0.8333333,"ELSA","LSA","Southern African",35250,71000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"3012",3012,"Enkapune Ya Muto",53,36.15,-0.8333333,"ELSA","LSA","Southern African",35250,71000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"3013",3013,"Enkapune Ya Muto",54,36.15,-0.8333333,"MSA","MSA","Africa",40700,71000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"3014",3014,"Equus Cave",2,24.629547,-27.614358,"MSA","MSA","Africa",32700,103000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3015",3015,"Equus Cave",3,24.629547,-27.614358,"MSA","MSA","Africa",32700,103000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3016",3016,"Equus Cave",4,24.629547,-27.614358,"-","-","-",32700,103000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3017",3017,"Equus Cave",6,24.629547,-27.614358,"MSA","MSA","Africa",32700,103000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3018",3018,"Equus Cave",7,24.629547,-27.614358,"-","-","-",32700,103000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
